               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,            0.018135,           0.0059711,                   0,             0.99998,             0.94643,             0.97864,             0.82749,             0.01255,            0.003275,                   0,          0.00059608,          0.00059608,          0.00059608
                 165,              0.0188,           0.0056919,                   0,             0.99998,             0.94643,             0.98019,             0.82149,             0.01247,           0.0032229,                   0,          0.00058444,          0.00058444,          0.00058444
                 166,            0.019318,           0.0055375,                   0,                   1,             0.94642,             0.98035,             0.82694,              0.0123,            0.003196,                   0,           0.0005731,           0.0005731,           0.0005731
                 167,            0.018005,           0.0055543,                   0,             0.99997,             0.94643,             0.98057,             0.83175,            0.011986,           0.0031569,                   0,          0.00056207,          0.00056207,          0.00056207
                 168,            0.018232,           0.0053293,                   0,                   1,             0.94641,             0.98089,             0.82741,            0.012282,           0.0031871,                   0,          0.00055135,          0.00055135,          0.00055135
                 169,            0.017812,           0.0055035,                   0,                   1,             0.94642,             0.98011,             0.82417,            0.012472,           0.0032497,                   0,          0.00054095,          0.00054095,          0.00054095
                 170,            0.017376,           0.0051478,                   0,             0.99995,             0.94643,             0.98055,             0.82884,            0.012515,           0.0032709,                   0,          0.00053085,          0.00053085,          0.00053085
                 171,            0.017915,           0.0055488,                   0,             0.99995,             0.94643,              0.9793,             0.83057,            0.011904,           0.0031106,                   0,          0.00052108,          0.00052108,          0.00052108
                 172,            0.017962,           0.0054063,                   0,                   1,             0.94642,             0.97872,             0.82949,            0.011803,           0.0030981,                   0,          0.00051163,          0.00051163,          0.00051163
                 173,            0.018157,           0.0055251,                   0,             0.99996,             0.94643,             0.98157,             0.83714,            0.012018,           0.0031415,                   0,          0.00050249,          0.00050249,          0.00050249
                 174,            0.016736,           0.0050514,                   0,                   1,             0.92855,             0.97971,             0.83049,            0.011921,           0.0031871,                   0,          0.00049369,          0.00049369,          0.00049369
                 175,            0.017666,            0.005309,                   0,                   1,             0.92855,             0.98081,             0.82545,            0.012413,           0.0032624,                   0,           0.0004852,           0.0004852,           0.0004852
                 176,            0.018197,           0.0052299,                   0,                   1,             0.92857,                0.98,             0.82587,            0.012483,           0.0032216,                   0,          0.00047705,          0.00047705,          0.00047705
                 177,            0.017971,           0.0054068,                   0,             0.98218,             0.94643,             0.97956,             0.83255,            0.011699,            0.003219,                   0,          0.00046923,          0.00046923,          0.00046923
                 178,            0.017733,           0.0054355,                   0,                   1,             0.94642,             0.98022,             0.82121,             0.01234,           0.0033064,                   0,          0.00046174,          0.00046174,          0.00046174
                 179,            0.017723,           0.0052011,                   0,              0.9995,             0.94643,             0.97922,             0.83042,            0.012083,           0.0032237,                   0,          0.00045459,          0.00045459,          0.00045459
                 180,            0.017522,           0.0051593,                   0,             0.99994,             0.94643,             0.97906,             0.83411,            0.011808,           0.0031709,                   0,          0.00044777,          0.00044777,          0.00044777
                 181,            0.017703,           0.0053821,                   0,                   1,              0.9464,              0.9822,             0.82991,            0.012024,           0.0032157,                   0,           0.0004413,           0.0004413,           0.0004413
                 182,            0.017697,           0.0054074,                   0,                   1,             0.94643,              0.9794,             0.82133,            0.012106,           0.0032279,                   0,          0.00043516,          0.00043516,          0.00043516
                 183,            0.017056,           0.0053876,                   0,             0.99999,             0.94643,             0.97874,             0.82544,            0.011992,           0.0032219,                   0,          0.00042936,          0.00042936,          0.00042936
                 184,            0.017359,           0.0051494,                   0,             0.99998,             0.94643,             0.97821,             0.82738,            0.011562,           0.0031618,                   0,          0.00042391,          0.00042391,          0.00042391
                 185,            0.017308,           0.0053226,                   0,             0.99999,             0.94643,             0.97819,             0.83235,            0.011458,            0.003129,                   0,           0.0004188,           0.0004188,           0.0004188
                 186,            0.017325,           0.0053054,                   0,             0.99998,             0.94643,             0.97899,             0.82581,            0.011967,           0.0031589,                   0,          0.00041404,          0.00041404,          0.00041404
                 187,            0.017831,           0.0055007,                   0,             0.99999,             0.94643,             0.98249,             0.82094,             0.01241,           0.0033314,                   0,          0.00040962,          0.00040962,          0.00040962
                 188,            0.017322,            0.005193,                   0,             0.99062,             0.94643,             0.98019,             0.83336,            0.011856,           0.0031471,                   0,          0.00040555,          0.00040555,          0.00040555
                 189,            0.017222,           0.0051262,                   0,                   1,             0.94642,              0.9796,             0.83426,            0.011499,           0.0031191,                   0,          0.00040183,          0.00040183,          0.00040183
                 190,            0.018171,           0.0051998,                   0,             0.99999,             0.94643,             0.97916,             0.82991,            0.011921,           0.0031765,                   0,          0.00039846,          0.00039846,          0.00039846
                 191,            0.017078,            0.005043,                   0,                   1,              0.9464,             0.97872,             0.82783,            0.012255,            0.003193,                   0,          0.00039545,          0.00039545,          0.00039545
                 192,            0.017056,           0.0050509,                   0,             0.99997,             0.94643,             0.97974,             0.83144,            0.011812,            0.003136,                   0,          0.00039278,          0.00039278,          0.00039278
                 193,            0.016412,           0.0052128,                   0,             0.99999,             0.94643,             0.97687,             0.83013,            0.011868,           0.0031075,                   0,          0.00039046,          0.00039046,          0.00039046
                 194,            0.016901,           0.0052984,                   0,             0.99999,             0.94643,             0.97558,             0.83113,            0.011688,           0.0031087,                   0,           0.0003885,           0.0003885,           0.0003885
                 195,            0.016816,           0.0050496,                   0,                   1,             0.94643,             0.97542,              0.8256,            0.011735,            0.003067,                   0,          0.00038689,          0.00038689,          0.00038689
                 196,            0.017004,           0.0052682,                   0,                   1,             0.94643,             0.97551,             0.84065,            0.011482,            0.003115,                   0,          0.00038564,          0.00038564,          0.00038564
                 197,            0.017495,           0.0053359,                   0,             0.99998,             0.94643,             0.97349,             0.82976,            0.011839,           0.0031642,                   0,          0.00038474,          0.00038474,          0.00038474
                 198,            0.019106,            0.005707,                   0,                   1,             0.94642,             0.97521,             0.80005,            0.014243,            0.003413,                   0,          0.00038419,          0.00038419,          0.00038419
                 199,            0.018315,           0.0051528,                   0,             0.99995,             0.94643,              0.9771,             0.82265,            0.013081,           0.0031979,                   0,            0.000384,            0.000384,            0.000384
